locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
125,239,101,364,428,107,210,168,100,82,127,233,213,272,122
125,242,105,370,424,107,210,164,106,84,123,239,209,268,124
127,245,101,364,428,101,210,164,109,80,125,245,209,272,122
125,239,105,370,428,104,215,172,106,78,125,239,205,262,124
119,233,113,368,424,104,210,172,100,86,127,236,213,268,124
127,239,109,372,428,101,215,168,97,80,125,239,205,261,124
129,242,109,362,428,104,210,164,109,82,125,242,213,272,124
129,239,109,372,426,101,215,159,106,80,129,239,209,261,122
127,236,101,372,424,98,210,164,106,82,127,233,209,264,122
129,239,113,372,424,101,215,168,97,78,125,236,209,262,124
121,236,105,372,424,98,210,176,106,82,125,242,209,268,124
119,242,109,372,424,107,210,172,109,82,125,239,209,268,124
125,242,109,372,424,107,215,172,103,78,123,233,209,262,124
119,242,105,372,424,107,210,172,106,84,121,239,213,268,124
123,239,105,372,424,107,210,164,106,82,125,239,209,268,124
125,239,105,372,428,101,215,168,100,78,125,239,213,262,122
129,245,109,366,428,107,210,164,106,82,129,245,213,268,124
129,239,105,370,424,101,215,164,100,78,129,239,209,261,124
129,239,105,370,424,107,215,172,103,80,125,239,209,261,124
129,239,105,372,428,104,215,164,106,80,125,239,205,261,124
125,233,113,370,428,101,215,172,97,80,125,239,205,264,122
125,242,105,368,428,98,210,164,103,82,125,245,213,272,124
119,242,101,372,424,101,215,172,106,86,123,236,209,268,124
125,236,105,372,426,101,215,176,97,80,125,233,205,264,124
123,236,105,370,424,107,215,172,106,84,125,233,209,268,124
125,245,105,364,428,104,210,172,103,82,127,236,213,272,122
127,239,109,370,424,101,210,168,100,80,129,236,209,261,122
123,236,105,368,422,98,210,172,97,82,119,239,209,268,124
127,233,113,370,422,101,215,172,103,80,125,239,205,261,122
129,239,109,370,426,101,215,176,100,80,127,239,213,264,124
119,236,109,372,424,110,210,172,106,86,121,236,209,268,124
119,239,113,366,422,104,210,159,100,86,123,233,209,266,124
125,233,109,372,428,101,215,172,100,80,129,233,205,261,124
127,239,105,372,422,101,215,168,103,78,127,239,209,264,122
119,233,105,372,424,101,215,172,106,84,121,233,209,268,124
123,239,109,370,428,101,210,168,103,82,127,239,209,262,122
123,239,105,368,424,98,210,172,112,86,123,236,209,270,124
129,242,105,364,428,104,210,172,109,82,127,242,205,264,122
119,239,109,372,424,98,210,168,97,80,127,233,213,268,124
123,236,105,372,426,104,215,168,106,80,123,239,205,264,124
121,233,105,361,422,110,210,176,100,84,121,242,201,270,124
121,239,113,372,424,107,210,159,97,86,123,236,209,268,122
121,233,105,361,422,110,210,176,97,82,119,245,201,270,124
125,233,109,372,424,104,210,172,109,86,125,236,209,268,122
125,239,105,370,424,101,215,164,106,80,125,239,213,264,124
123,239,109,372,424,104,215,159,97,82,121,233,209,268,124
121,236,105,372,424,107,210,172,109,82,121,236,209,266,124
119,233,105,361,422,110,210,172,97,84,119,245,201,270,124
125,239,105,372,424,107,210,172,106,86,121,239,209,268,122
129,239,105,370,428,104,210,164,109,82,127,245,213,270,122
119,236,105,372,424,107,215,164,106,86,123,236,209,268,122
129,239,109,370,426,104,215,168,100,80,123,239,205,261,124
119,239,105,372,424,107,215,164,106,86,125,236,209,268,124
125,239,105,370,424,101,215,164,100,78,127,239,209,261,122
125,239,105,370,426,101,215,172,106,78,123,239,205,262,122
123,239,105,372,424,107,210,172,106,86,121,239,209,268,124
121,239,105,372,424,104,215,172,109,86,123,236,209,268,124
119,236,109,370,424,98,210,172,103,84,123,236,209,268,124
121,236,105,372,424,104,210,176,109,86,119,233,209,268,124
119,236,105,368,424,107,210,172,106,82,123,233,209,268,122
127,245,101,368,428,104,210,172,109,80,129,245,213,272,124
127,245,101,372,428,104,215,164,103,82,129,242,213,272,122
125,239,105,372,426,104,215,172,97,80,127,239,205,262,122
127,245,109,364,428,104,210,168,109,82,127,242,213,272,124
123,242,105,372,424,107,210,159,97,84,123,236,209,268,124
121,239,105,372,424,110,215,164,100,86,121,242,209,268,124
127,245,105,370,428,98,210,172,106,80,125,245,213,264,122
125,239,105,372,428,104,215,172,100,80,127,236,209,262,124
125,242,101,366,428,104,210,164,109,82,125,242,213,270,124
121,233,105,368,428,101,215,168,100,82,129,239,205,262,124
125,236,105,364,426,107,210,164,109,84,129,245,209,272,122
129,236,105,370,428,101,215,172,100,78,125,239,205,264,124
121,236,109,370,424,101,210,172,100,86,123,233,213,268,124
123,236,113,370,426,104,215,172,103,78,125,239,213,261,124
125,239,105,370,428,101,215,176,100,78,127,239,209,261,122
125,239,105,372,424,101,215,176,97,80,127,242,209,261,124
125,236,113,372,426,101,215,164,97,82,127,239,209,261,124
125,239,109,370,426,104,215,168,100,80,125,233,209,261,124
125,242,105,370,428,107,215,172,106,82,127,233,213,272,122
123,236,101,372,424,98,210,172,106,84,121,233,213,268,124
123,236,101,372,424,107,210,159,106,86,127,239,209,268,124
129,239,109,370,428,104,215,168,100,80,127,239,205,262,124
119,236,105,372,424,104,210,172,109,86,121,239,209,268,122
121,233,105,361,422,110,210,176,100,84,119,245,205,270,124
125,242,101,372,424,98,210,164,109,86,123,236,209,268,124
125,242,109,364,428,98,210,164,109,82,125,239,213,268,122
125,236,109,370,424,104,215,168,100,80,129,236,209,261,122
119,239,105,372,424,101,210,172,109,86,121,239,209,268,124
125,245,109,372,428,101,210,164,109,80,129,245,213,270,122
125,239,105,372,428,101,215,172,97,82,125,236,209,262,124
129,236,101,362,428,98,215,159,100,82,125,242,213,270,122
121,233,105,361,422,110,210,176,103,82,119,245,205,270,124
125,245,109,364,428,98,210,168,112,82,125,236,213,264,122
123,239,105,366,422,104,215,172,106,82,119,236,213,268,122
121,233,105,361,422,110,210,176,103,82,119,245,201,272,124
119,233,105,362,422,110,210,176,97,84,119,242,201,270,124
129,242,101,368,424,107,215,164,109,82,125,242,213,272,122
127,245,101,372,428,98,210,164,106,82,125,242,213,266,122
125,236,105,366,424,110,210,172,106,84,121,233,209,268,124
119,239,101,368,424,101,210,176,106,84,125,236,209,268,124
127,245,101,362,426,101,210,164,109,82,127,233,213,264,122
125,236,109,372,424,107,210,164,109,84,123,242,209,268,122
123,239,113,368,424,107,210,172,100,86,125,236,209,266,124
125,236,101,364,428,107,210,164,112,82,129,245,213,272,124
123,239,105,372,424,104,210,164,106,84,125,236,209,266,124
129,239,113,372,428,101,210,176,97,82,125,236,209,261,124
121,239,105,372,424,107,210,172,109,86,123,242,209,270,124
119,233,105,361,422,110,210,176,97,82,119,245,201,270,122
129,242,101,368,426,104,215,164,106,82,127,242,205,272,122
121,239,113,372,428,101,215,168,106,80,125,239,205,261,122
121,239,109,370,428,104,215,168,100,78,123,236,205,264,124
127,239,101,366,428,104,210,168,109,80,125,245,209,266,122
119,236,113,366,424,101,210,176,100,84,125,233,213,266,124
129,239,109,370,426,104,215,172,100,80,129,239,213,262,124
125,245,109,370,424,101,215,168,106,80,123,239,209,262,124
119,242,109,372,424,101,215,164,103,86,123,239,209,270,124
129,242,105,368,426,104,210,164,112,82,127,239,213,272,122
127,233,105,364,424,110,210,172,106,82,129,242,213,272,122
119,242,105,372,424,98,215,172,109,82,125,236,209,268,124
125,233,105,372,424,104,210,164,97,86,121,236,209,268,122
119,233,105,372,424,107,210,172,106,80,121,239,213,268,124
129,239,105,366,424,104,210,172,103,84,121,239,209,266,124
125,239,105,370,422,98,215,164,103,78,125,239,209,261,124
127,239,109,372,422,107,210,172,100,80,127,233,213,262,124
129,239,113,372,424,104,215,164,97,78,125,239,209,264,124
121,236,101,372,424,101,210,172,100,80,121,239,209,270,124
119,233,105,361,422,110,210,176,100,84,121,245,201,270,124
129,236,105,370,422,104,215,172,103,78,125,233,205,264,124
121,236,113,372,424,107,210,172,109,84,123,236,209,268,124
123,233,105,370,426,101,215,168,106,78,127,233,205,262,124
125,239,109,370,428,101,215,172,100,78,125,239,209,262,124
127,245,105,366,424,107,210,164,106,82,129,242,213,268,122
125,245,109,364,428,101,215,159,109,82,127,242,213,270,124
119,233,105,361,422,110,210,176,103,82,119,242,201,270,124
129,239,109,370,426,101,215,168,97,80,129,239,205,262,122
127,242,101,364,428,107,210,168,109,82,125,245,209,272,122
125,239,113,368,426,101,215,172,100,78,127,239,205,261,124
125,239,113,372,422,104,215,168,100,78,127,239,205,264,122
125,236,113,372,426,101,215,164,97,78,123,242,205,264,124
125,239,101,366,428,104,210,168,109,82,127,236,213,272,122
119,233,113,368,424,107,215,172,109,86,121,236,209,268,122
125,239,109,370,424,104,215,168,97,78,129,239,205,262,124
119,242,105,372,424,101,210,164,106,82,121,236,209,268,124
125,239,109,364,424,98,210,164,109,82,125,242,213,268,122
119,233,105,372,424,110,210,159,106,82,125,236,209,268,124
129,239,101,364,426,98,210,168,112,82,129,236,213,266,122
129,233,101,364,424,104,210,164,109,82,129,239,205,262,122
119,236,109,372,422,98,215,172,109,84,119,236,213,266,124
129,239,109,372,426,98,210,168,100,80,125,239,205,261,124
127,233,109,372,426,104,215,164,100,80,127,236,205,262,124
127,242,105,370,428,110,210,164,103,82,129,245,213,272,122
121,239,113,372,424,104,215,168,100,78,129,233,205,262,124
119,233,105,372,424,101,215,172,106,82,125,236,209,268,124
123,233,113,372,426,104,215,164,100,78,123,233,209,264,122
123,236,113,372,424,107,210,168,103,86,125,236,209,270,122
127,242,101,364,428,104,210,164,106,82,127,233,213,268,122
121,236,105,370,424,110,210,164,97,82,121,233,209,268,122
125,245,109,364,428,104,210,164,103,84,129,239,213,270,122
125,239,113,372,422,107,210,176,109,86,127,239,209,270,124
119,236,109,372,424,104,210,172,97,82,129,239,209,268,122
125,245,105,370,428,110,210,164,109,82,129,236,213,272,122
123,233,105,372,422,104,215,168,112,86,125,236,209,266,122
127,245,113,372,426,101,215,168,97,80,129,239,209,264,124
119,236,109,361,422,110,210,176,97,84,119,245,201,270,124
123,233,105,370,424,104,210,172,106,82,121,242,209,268,124
121,236,113,372,424,107,210,168,112,80,125,236,209,268,124
121,236,105,372,424,107,210,176,106,82,123,236,209,268,122
125,233,109,372,424,104,210,172,97,86,121,242,209,266,122
127,242,101,368,428,98,210,159,106,80,129,245,213,264,122
119,242,105,372,424,104,210,159,106,86,123,236,209,268,124
127,239,113,368,422,101,215,164,103,78,127,239,213,261,124
125,242,109,364,428,107,210,172,103,84,127,245,213,272,122
125,236,101,364,428,98,210,164,109,80,129,236,213,266,122
119,239,105,366,424,104,210,168,103,86,121,236,209,268,124
125,239,109,372,428,101,215,176,100,78,125,239,209,261,124
125,233,105,372,428,101,215,172,100,78,125,233,213,261,124
125,245,101,370,428,110,210,172,109,82,125,245,205,272,122
119,233,105,361,422,110,210,172,100,84,119,245,201,272,122
129,233,105,370,426,101,215,172,97,78,127,233,205,261,124
119,233,105,372,424,104,210,168,100,86,121,233,209,266,124
121,239,113,372,424,107,210,168,112,82,125,236,209,268,124
119,236,105,361,422,110,210,172,97,84,119,245,205,272,122
125,233,105,372,428,104,215,168,100,82,127,239,209,261,124
125,239,113,372,426,104,215,168,100,80,129,239,213,261,124
127,242,105,372,428,104,210,164,109,84,125,239,213,268,122
125,245,105,364,428,104,210,168,106,82,127,245,213,272,122
123,239,113,372,428,101,215,172,100,78,125,239,205,264,124
119,233,105,361,422,110,210,172,103,84,119,245,201,270,122
123,236,105,372,424,104,210,172,106,84,127,233,209,268,124
127,242,105,364,426,104,210,164,106,82,129,242,213,266,122
121,233,105,361,422,110,210,172,97,84,119,245,201,272,124
127,245,109,364,428,104,210,172,97,80,127,245,209,270,124
119,233,105,361,422,110,210,172,100,84,119,242,201,270,124
123,233,113,372,422,107,215,172,100,82,123,242,209,268,122
125,233,109,372,424,104,210,164,100,80,121,242,209,268,124
123,236,109,368,422,104,215,168,97,80,125,239,209,261,124
119,236,105,362,422,110,210,176,97,84,119,245,201,270,124
127,242,101,366,428,104,210,164,109,82,125,242,213,266,124
121,236,105,368,424,107,215,172,103,82,123,236,209,268,124
121,239,109,370,426,107,215,172,106,78,125,236,209,262,124
127,239,109,370,428,104,215,168,106,78,127,239,209,261,124
121,233,105,372,424,110,210,168,97,86,125,242,209,268,122
127,236,105,372,424,104,210,176,109,84,119,233,209,268,124
125,239,109,372,422,101,215,168,106,82,127,236,205,261,124
125,236,105,370,424,104,210,172,106,86,125,239,209,268,124
119,242,113,372,424,107,215,176,100,86,125,233,209,270,124
119,236,105,361,422,110,210,176,103,84,119,242,201,270,124
121,233,105,361,422,110,210,172,97,84,119,242,201,270,124
125,242,101,364,428,107,210,159,109,82,125,242,213,264,122
123,236,105,372,424,101,210,172,103,84,123,242,209,270,122
127,245,109,372,428,110,210,172,106,82,129,233,213,264,122
127,233,101,362,428,104,215,164,109,82,127,242,209,268,122
129,239,101,364,428,104,210,164,106,82,125,233,213,270,122
119,236,105,372,424,107,210,172,106,86,129,236,209,270,122
127,245,101,362,428,101,210,164,103,82,127,245,209,272,122
129,245,101,372,428,104,210,164,106,82,127,245,209,268,122
125,236,105,364,428,107,210,164,112,82,127,245,209,272,122
129,239,105,370,422,101,215,164,97,80,129,239,213,262,124
127,236,105,372,424,104,210,172,100,82,125,233,209,268,124
129,239,105,372,424,101,215,172,106,80,127,239,209,261,124
125,233,105,372,424,101,215,159,106,80,129,236,213,261,124
127,236,105,366,424,107,210,164,109,82,125,242,209,272,122
125,236,101,364,426,104,210,164,106,82,127,245,209,268,122
129,233,105,370,426,101,215,168,100,82,123,239,209,262,124
121,236,101,372,424,104,210,168,106,86,119,236,209,268,124
127,242,105,372,428,104,210,176,106,82,125,239,205,261,124
123,239,113,370,424,104,210,164,106,84,123,233,209,268,122
119,233,105,368,424,107,210,159,106,84,129,239,213,268,124
125,245,105,362,428,107,210,164,97,82,127,245,205,272,124
129,239,109,372,422,101,215,168,103,82,125,239,209,262,124
129,239,105,372,422,101,215,172,103,80,125,242,205,262,124
127,233,105,372,428,104,215,164,109,82,129,242,213,272,124
127,245,101,372,428,107,210,172,97,82,125,236,209,272,122
123,236,109,370,426,101,215,168,106,78,125,239,213,261,124
125,245,101,372,426,104,210,164,109,82,125,245,209,272,122
119,242,105,372,424,104,210,172,112,82,125,233,209,268,124
121,239,105,372,424,107,210,176,109,86,123,236,209,266,122
127,239,113,370,426,104,215,176,100,80,125,245,213,264,124
129,242,105,364,428,107,210,168,106,80,125,245,209,268,122
125,233,101,364,428,98,210,172,106,82,127,245,209,266,122
123,239,109,372,424,104,210,172,100,84,123,236,209,268,122
121,233,105,368,424,104,210,176,106,86,121,236,209,268,124
123,233,109,372,422,107,210,172,112,86,125,236,209,268,124
127,242,105,364,424,110,210,172,109,82,129,239,213,272,122
119,233,105,361,422,110,210,176,103,84,119,245,205,270,124
125,239,109,370,424,104,215,168,97,82,129,239,205,261,124
119,239,105,372,424,107,210,172,109,84,123,236,209,268,124
129,239,105,370,428,104,215,176,97,80,125,239,205,262,124
125,239,105,372,422,104,215,176,100,80,129,236,205,262,124
125,239,109,372,424,104,215,176,103,80,123,239,205,264,122
127,236,101,364,428,107,210,164,109,82,125,245,213,266,122
125,236,109,370,426,104,215,168,97,82,129,245,209,261,124
127,239,105,362,426,110,210,164,103,82,125,242,213,266,122
119,233,105,361,422,107,210,176,97,82,121,245,201,272,124
125,239,105,370,424,101,215,172,106,80,129,245,205,262,124
121,233,113,370,428,104,215,172,100,80,129,239,209,262,122
129,245,109,368,426,110,210,164,109,82,127,245,209,268,122
125,239,113,370,426,101,215,164,103,80,127,239,209,261,124
125,236,109,370,424,101,215,159,97,82,129,245,209,264,124
127,239,105,372,422,101,215,172,100,78,127,239,205,261,124
119,236,105,361,422,110,210,176,97,84,119,245,201,270,124
119,236,109,368,424,104,210,172,106,82,123,236,209,268,124
121,233,105,362,422,110,210,176,97,84,119,245,201,272,124
127,245,109,372,428,104,210,164,97,82,129,236,209,272,122
127,242,109,370,422,104,215,172,103,82,129,236,213,261,124
127,242,101,364,428,104,210,164,106,82,127,245,213,268,124
121,239,105,370,426,104,215,164,100,78,127,239,209,264,124
129,245,109,372,428,107,215,159,109,82,127,245,213,272,122
129,239,101,364,428,101,210,164,109,82,129,242,205,262,122
125,245,105,370,428,104,210,164,109,82,127,236,209,270,122
121,236,109,372,422,104,210,164,106,86,129,233,209,268,122
125,236,105,372,422,101,215,168,106,78,125,239,209,261,122
121,233,109,372,428,104,215,168,97,78,125,239,209,261,124
129,239,105,370,424,101,210,164,97,78,123,239,209,261,124
129,242,105,366,424,107,210,164,106,82,127,242,209,264,122
119,239,109,372,424,107,210,172,109,82,123,236,209,268,124
121,233,109,361,422,110,210,176,100,84,119,245,201,272,124
121,239,109,368,428,101,210,168,106,80,129,239,205,262,124
127,239,113,370,428,104,215,168,103,82,123,239,209,264,124
119,233,105,361,422,110,210,176,97,84,121,245,201,270,124
121,236,105,361,422,107,210,176,97,84,119,245,201,270,124
127,242,101,372,428,107,210,164,106,80,125,233,209,272,122
121,236,105,372,424,104,210,168,106,86,129,236,209,268,124
123,239,105,370,428,101,215,172,100,82,127,239,209,262,124
127,239,109,370,422,101,215,168,97,80,123,233,209,261,124
127,242,109,372,422,101,215,168,97,80,125,236,205,262,124
119,233,105,361,422,107,210,172,97,82,119,245,201,270,124
125,239,113,370,424,101,215,172,100,80,125,239,209,262,122
129,242,101,370,426,104,210,164,109,82,129,239,213,268,122
127,242,105,372,426,104,210,164,109,84,125,245,213,264,122
125,233,105,372,426,101,215,172,103,80,127,236,209,262,124
125,242,109,372,422,104,215,168,106,82,125,239,209,262,124
127,245,105,364,426,101,210,164,109,80,127,242,209,268,122
127,245,101,372,426,107,210,164,109,82,127,245,213,262,122
121,239,105,372,424,107,210,159,109,82,119,239,209,270,124
121,239,105,372,422,104,210,172,103,84,121,239,209,268,122
127,242,101,364,428,107,210,164,106,82,127,245,213,272,124
127,245,105,372,426,104,210,168,109,80,125,236,213,268,122
119,242,101,372,424,104,210,172,109,84,121,233,209,270,124
129,239,105,368,428,101,210,172,100,80,129,239,205,262,122
119,236,109,372,424,107,210,172,112,86,123,236,209,268,124
123,239,109,372,424,104,215,172,97,78,127,239,205,261,124
127,239,101,362,428,107,210,168,109,82,127,236,209,272,122
119,239,105,372,422,104,210,172,103,82,119,236,209,268,122
125,236,113,370,424,101,215,168,100,80,125,239,213,262,122
127,245,105,362,426,101,210,164,109,84,129,236,213,270,124
129,236,113,372,424,98,210,172,100,86,121,233,209,270,122
119,233,105,361,422,110,210,176,100,82,119,245,201,270,122
129,242,109,364,428,104,210,164,103,82,127,242,213,272,122
127,245,109,370,424,104,215,164,109,84,129,236,213,272,122
121,239,109,372,424,101,215,159,106,82,129,242,209,270,124
119,236,113,370,424,104,210,164,103,86,121,242,209,268,124
127,236,113,372,428,98,215,168,106,82,125,239,205,262,124
123,233,109,370,426,101,215,164,106,80,127,239,209,264,124
127,239,113,372,428,104,215,168,106,78,129,239,209,261,122
121,233,105,361,422,110,210,176,97,84,121,245,205,270,122
129,233,105,372,428,98,215,172,100,78,123,233,209,264,124
127,239,109,368,426,101,210,164,100,82,127,239,205,262,122
119,233,105,361,422,110,210,176,103,84,119,245,201,270,124
123,233,105,366,424,107,215,159,112,86,121,242,213,268,124
121,242,105,372,424,107,210,172,100,84,123,239,209,268,124
125,242,101,368,428,110,215,164,106,80,125,245,213,272,122
125,239,109,372,424,107,215,172,106,78,127,239,213,261,124
127,236,105,372,424,107,210,164,106,84,123,239,209,266,124
123,239,113,372,424,107,210,164,106,86,125,236,209,268,122
127,245,105,364,428,104,210,172,109,82,125,245,209,272,122
125,239,105,372,428,101,210,164,100,78,127,239,209,261,124
121,233,101,372,424,101,210,172,106,86,121,236,209,268,124
127,242,101,372,424,101,215,176,106,80,125,236,209,270,124
127,245,105,366,428,104,215,164,103,84,129,239,213,270,124
125,239,105,372,428,104,210,164,112,82,127,239,213,266,122
129,245,101,372,426,104,210,164,106,80,129,236,209,272,122
125,236,105,370,426,101,215,164,100,78,127,239,209,262,124
121,233,109,361,422,110,210,176,97,84,119,245,201,272,124
121,239,113,372,424,107,215,172,106,86,121,236,209,268,122
129,236,105,370,428,104,215,172,97,78,129,239,213,262,124
125,245,101,372,428,107,210,168,109,84,127,242,213,264,122
123,239,105,370,422,101,215,168,100,82,129,239,205,261,124
123,236,105,372,424,101,210,172,106,84,123,236,209,268,124
123,242,101,366,424,110,215,172,109,86,125,233,209,270,124
129,239,113,370,424,104,210,168,106,78,127,239,213,261,124
127,245,109,372,426,104,215,159,100,78,127,239,213,262,124
129,239,101,364,428,104,210,159,109,82,127,245,213,272,122
125,242,113,368,426,101,215,172,97,80,127,236,209,262,124
127,245,101,364,428,98,210,164,100,82,127,245,209,272,122
127,245,101,368,428,104,210,164,109,82,125,233,209,272,122
127,239,109,372,424,101,215,168,100,80,125,239,205,262,122
123,236,105,372,424,107,210,172,106,86,125,233,209,268,124
125,239,113,370,424,98,215,168,97,80,125,239,209,261,124
119,236,105,372,424,104,210,176,112,82,123,233,209,266,124
127,242,105,364,428,107,215,164,109,84,125,236,213,268,124
123,239,109,372,422,107,215,164,97,78,129,242,209,264,124
125,239,109,370,424,98,215,168,106,78,125,239,205,261,124
127,245,105,370,424,104,210,164,109,82,127,242,213,266,122
125,245,101,368,428,98,210,164,109,80,125,233,213,272,122
123,239,109,370,424,101,215,172,103,80,125,239,205,262,124
123,239,109,370,422,101,215,168,100,78,123,242,213,261,124
127,245,105,370,426,107,210,164,109,82,127,245,213,270,122
119,239,105,370,424,107,215,164,109,80,123,242,213,266,122
125,233,113,372,428,101,215,176,103,80,127,239,213,262,124
127,239,105,372,422,101,215,172,106,78,125,239,213,262,124
123,236,105,372,424,110,215,172,97,86,125,239,209,266,124
125,245,105,372,424,104,215,164,103,78,125,233,205,262,124
125,245,101,364,426,107,210,164,109,82,127,233,213,262,124
123,239,105,372,424,107,210,164,97,82,129,239,209,268,124
125,239,113,372,424,107,210,172,106,86,121,236,209,268,124
129,242,101,366,428,110,210,168,106,82,127,245,213,262,122
121,233,109,368,424,107,210,168,106,86,123,236,209,266,124
125,239,105,372,422,101,215,168,103,80,127,239,209,261,124
127,242,101,372,428,107,215,172,106,84,127,245,209,272,122
125,236,105,370,424,98,215,176,100,80,127,239,209,261,124
129,239,113,372,428,104,215,172,100,80,127,239,209,261,124
123,236,113,372,424,104,210,168,97,80,123,239,213,268,124
125,242,101,370,426,104,210,164,109,82,127,233,213,272,122
125,239,105,368,426,101,215,164,100,80,129,239,205,261,122
121,233,105,372,424,110,215,168,100,80,121,239,209,268,124
127,236,105,364,428,107,210,164,106,82,129,245,209,272,122
119,239,105,366,424,104,210,164,106,80,121,233,209,268,122
125,239,113,366,424,107,210,172,100,86,123,236,213,268,124
125,239,109,368,426,104,210,164,109,82,125,239,213,272,124
129,245,101,372,424,107,210,164,103,82,127,242,209,272,122
125,239,113,372,424,98,215,172,100,78,125,239,205,262,124
125,239,105,370,424,101,215,164,100,80,125,239,205,261,124
123,233,105,370,424,104,210,176,109,84,125,239,213,268,124
127,239,105,370,428,104,215,172,97,78,125,239,205,261,124
121,233,105,361,422,110,210,176,97,82,121,245,201,270,124
123,239,113,372,424,104,215,172,106,80,119,236,209,268,124
129,242,101,372,426,107,210,172,100,82,125,242,213,266,122
123,239,109,368,424,110,210,159,109,82,123,233,209,268,124
125,239,109,368,428,101,215,168,106,82,123,239,205,262,124
125,236,105,370,428,104,210,164,109,82,129,239,209,272,122
125,242,101,362,428,104,210,172,109,82,125,245,209,272,122
125,239,113,372,424,107,215,172,106,86,121,239,209,268,124
129,245,101,362,428,104,210,164,109,82,127,242,213,272,124
125,245,105,372,422,101,215,172,97,82,127,239,205,261,124
129,233,109,372,428,104,210,164,109,82,127,245,213,272,124
121,239,101,372,424,107,210,172,97,82,125,239,209,268,124
119,236,109,366,424,107,210,159,97,84,123,233,209,268,124
125,233,105,372,422,107,215,172,106,86,123,236,209,268,122
127,242,105,372,426,104,210,164,106,80,125,245,213,272,122
121,242,113,372,424,107,210,164,106,86,119,239,209,268,122
125,242,105,370,426,104,215,168,100,78,125,239,213,264,124
125,245,105,364,428,104,210,168,106,82,127,242,213,270,122
125,245,105,364,426,110,210,164,109,82,129,242,213,262,122
127,245,105,372,424,104,210,164,109,82,129,245,213,272,122
125,239,105,372,428,101,215,168,103,78,125,239,205,261,124
127,239,105,372,428,101,215,172,106,80,125,245,205,262,124
123,236,113,370,424,107,210,172,106,86,125,236,209,268,124
119,233,105,372,424,107,210,172,109,84,125,236,209,268,124
129,233,105,370,424,110,210,172,97,84,121,233,209,268,124
121,233,105,361,422,110,210,176,97,84,119,245,201,272,122
125,239,105,372,424,107,210,176,106,86,123,233,209,268,124
129,245,101,364,424,104,210,164,109,82,125,245,213,264,122
127,236,101,372,424,104,215,172,103,82,125,236,209,270,124
129,239,109,370,426,101,215,164,103,80,127,239,209,262,124
123,239,109,372,426,101,215,164,97,78,125,245,213,261,124
123,239,105,372,424,104,210,159,97,84,125,236,209,266,122
121,233,109,370,422,101,215,168,97,82,127,239,205,261,124
127,242,101,364,428,110,210,164,109,82,127,233,213,268,122
119,236,105,372,424,104,210,164,112,86,121,239,209,268,124
129,242,101,372,428,107,215,164,109,84,129,239,213,264,122
129,245,109,366,428,110,210,168,106,82,125,242,213,266,122
127,245,105,364,428,104,210,164,109,82,125,245,209,272,122
119,236,105,372,422,107,210,176,97,86,125,239,213,268,124
119,233,101,366,424,104,210,172,106,84,119,236,213,268,122
123,233,105,372,424,107,210,172,112,80,123,236,209,268,124
125,239,101,368,428,107,210,164,106,82,127,245,213,264,122
127,239,105,368,428,101,215,168,106,78,127,239,205,262,124
129,239,109,368,426,107,215,172,106,82,129,239,205,261,124
123,239,105,372,422,101,215,164,103,78,125,239,205,261,122
127,245,109,368,426,98,215,172,100,80,125,239,205,261,124
125,239,105,372,424,107,215,172,106,78,125,239,205,262,124
127,242,101,364,426,98,210,172,109,80,125,245,213,262,122
127,245,109,370,426,107,210,164,109,82,125,245,213,272,122
129,242,105,370,428,101,215,172,97,80,125,233,205,264,124
123,239,105,370,426,98,215,168,100,78,123,239,209,264,122
123,236,101,372,424,107,210,172,106,86,121,239,209,268,122
127,239,113,370,426,107,215,168,100,80,125,242,213,264,122
125,239,101,364,426,104,210,168,112,80,125,245,209,270,122
127,236,109,372,424,101,215,168,97,80,129,239,205,262,122
123,236,105,368,424,101,210,172,103,82,119,239,209,270,124
127,242,101,362,424,107,210,164,106,84,129,233,209,264,122
125,239,109,370,424,104,215,164,100,80,129,239,209,262,124
125,239,105,368,422,98,215,168,97,80,123,239,205,261,122
129,233,105,368,428,98,210,164,106,82,129,245,213,270,124
123,242,105,366,424,98,210,159,100,86,121,239,209,268,122
121,233,113,372,424,107,210,172,109,84,125,242,209,268,124
127,239,105,372,424,101,215,168,97,80,129,242,205,261,124
125,245,101,362,428,107,215,164,106,80,125,245,213,264,124
129,239,109,370,426,104,215,168,103,78,127,239,209,262,124
127,239,105,370,422,101,215,168,100,78,127,245,213,262,124
123,236,101,370,424,107,210,168,109,86,127,236,213,268,124
119,242,105,368,424,110,210,172,109,82,123,242,209,268,124
127,233,109,370,428,107,210,164,106,82,125,245,209,266,122
127,245,105,372,428,104,210,168,106,82,125,242,213,272,122
123,236,105,372,424,104,210,164,106,86,129,236,209,266,124
127,236,109,370,424,107,210,172,109,80,129,233,213,272,122
121,242,105,370,424,107,210,168,106,86,127,236,209,268,124
125,239,105,370,422,104,215,164,100,78,125,239,205,261,122
125,239,105,368,426,98,215,168,106,80,129,239,209,261,124
129,245,105,372,428,107,210,164,106,82,129,236,213,272,122
129,233,105,372,424,101,210,164,109,80,125,236,209,266,124
127,242,105,364,428,104,210,164,109,80,125,245,209,268,124
127,245,101,368,428,104,210,168,97,82,125,239,209,262,122
